org_id,req
USCG,"Danny Peters Fatality 10/16/15 at IMTT, Bayonne, New Jersey Tug Diane B I Barge John Blanche, American Petroleum & Transport, Inc."
USCG,"Date of Incident: August 15, 2012 Location of
Incident: Pompano, FL DMCI File No.: 12-3698 Marine Casualty #: 4412409"
USCG,dates of all CG-3300 applications since 1/1/14 through 11/1/15. also the dates of the initial decisions over the same period and whether the permits were denied or approved
USCG,"Details of all internal communications and communications with BP and/or the unified command regarding Personal Protective Equip ent, Respirators, Industrial Hygiene, Environmental Health and Safety, Air Monitoring
and Testing."
USCG,"Disclose information of the owners of the M/V CITY OF NEW MADRID as of February 15, 2013"
USCG,"Docs regarding the removal of Biscayne Channel Light between the USCG and the Biscayne
National Park service"
USCG,"Documentation involving SOUTHERN CROSS between September 27, 2015 and September 30,
2015"
USCG,"Documentation on THE PFA EXPERIENCE, VIN #
SAQ01213D707"
USCG,"documentation regarding sinking and dewatering of the vessel BUMPAHS OUT in the vicinity of Spring Point Harbor Light on June 24, 2014"
USCG,"documents (an incident report or its equivalent) for every time the USCG Milwaukee ice rescue team was deployed from 2011 through 2015. What I seek is a report from each incident listing all relevant details including date and time of call, location of call, nature of call, name(s) of victims/witnesses/responding personnel, etc. plus a narrative of the rescue operation"
USCG,"documents and reports related to incident involving SWEET ESCAPE off coast of Neaufort,
NC on or around 9/13/2011"
USCG,"Documents concerning several piers and terminals in Brooklyn, NY from 1963 to 1983 regarding inspections, asbestos, and safety requirements"
USCG,"documents on the following individuals for the
documented vessels:"
USCG,"Documents regarding EL FARO and information on
activity number 4565666"
USCG,"documents related to inspections and other documents produced onboard the following vessels, specifically as the inspections or documents relate to asbestos during the time period of 1940 to 1960: USNS Saugatuck- AO 75 SS President Wilson SS Santa Maria SS Canada Bear P&T Explorer P&T Voyager P&T Adventurer"
USCG,"documents related to the occupation of the Hawaiian island of Kahoolawe by activists in the late 1970s. Specifically, I am requesting records from 1970 to the current day which mention • The group Protect Kahoolawe Ohana or activists George Helm and Kimo Mitchell (who disappeared in 1977 and were declared deceased in 1987.) • Any other references to the occupation of Kahoolawe by protestors or Hawaiian activists."
USCG,"Documents relating to USCG Activity Number
1000507"
USCG,"Documents submitted to the USCG by Naples Marina and Excursions, Inc concerning activity between August 19, 2014 to August 21, 2014"
USCG,"Drowning deaths on October 1, 2015 near Carey's
Fort Reef, Florida Keys"
USCG,"electronic copy of the awarded contract and any modification documents relative to the award listed below. ? Title: USCG Large Cutter Connectivity ? Solicitation Number: HSCG79-10-R- T10001 ? Agency: Department of Homeland Security ? Office: United States Coast Guard (USCG) ? Location: Commander, USCG Telecommunication & Information Systems Command ? Primary Point of Contact:
Contracting Officer"
USCG,"email copy of Suspicious Activity Report
#1132849"
USCG,"Emailed notifications by users of manned and unmanned submersible vehicles sent to SEC Baltimore b/n January 1, 2014 and November 20,
2015"
USCG,"Emails sent from requesters USCG Outlook
accound to other individuals during the month of July 2015"
USCG,"Environmental infractions, fines, penalties, and
resolutions associated with BUNKERING for the past two years"
USCG,"EPA publication EPA-430/9-79/019 from January 1980 and titled “Hazardous Materials Incidents Reported to U.S. Environmental Protection Agency Regional Offices From October, 1977 Through September, 1979” lists on page 33 a PCB transformer oil spill that occurred in Hackensack, NJ on 11/17/78."
USCG,"Excessive wake/waves created by Vessel causing injury to dockside worker on October 21,2015 Vessel: Overseas Redwood IMO 9607954 MMSI 538004934 Location : 8737 Old Yacht Club Road, Port Arthur, Jefferson County, Texas"
USCG,"Explosion and fire at the Santa Clara Waste Water Company's Santa Paul facility on November 18,
2014"
USCG,"February 16, 2015 Allision with Waterborne Transmission Pole in or near Apalachicola Bay/St. George Sound, Florida Case No.: 716755 // Activity No.: 507289 // Enforcement No.:
5084589"
USCG,Federal standards for concrete piers at Port Sheldon and similar piers on Lake Michigan.
USCG,"File on individual and copy of MISLE cases
582205, 584990, 544208"
USCG,"fire damage to boat that occurred on September 24, 2015 at about 14:00 at the Oxbow Marina, Dock C, in Isleton, CA. The actual location was 100 Oxbow Marina Lane, Isleton, CA. Mr. Kocher’s boat is a 2000 Regal 29’ 2960 Commodore, named “She Worthy.” The USCG documentation number is 1090485."
USCG,"FOIA Request – M/T ASTREA – Passage by IMTT St. Rose Terminal on 5 November 2015 Our Ref:
93000/NEW/DAT"
USCG,"FOIA Request for the STI BATTERY's marine
casualty on 08AUG2015."
USCG,"full and complete copies at your earliest convenience of the U.S. Coast Guard’s investigation of the incident on March 4, 2015, at approximately 17:40 hours, wherein 17 barges broke free from the Union Railroad Company’s Duquesne Coal Dock at approximately Mile 12 of the Monongahela River and then subsequently came to rest against the Port Perry Bridge."
USCG,"full and complete copy of the permanent inspection file of the M/V EL FARO to include contacts from: San Juan, Puerto Rico; Jacksonville, Florida; Baltimore, Maryland; and
Philadelphia, Pennsylvania."
USCG,Full list of cases D7 responded to between September 25 to October 12 including the list of responding crew members and vessels
USCG,"Good day, would your MISLE data system have any information pertaining to any/all marine casualty history associated with the M/V CONTI PERIDOT (official number 92092, IMO No:
9452634)? Thank you."
USCG,"Grounding of N-VEST on July 5, 2015 at East of Dodge Island/Lummus Cut/Port of Miami"
USCG,"Highest resolution copy of the photograph of the
USCGC Edisto (WAGB-284)"
USCG,"holds a USCG Merchant Mariner’s Credential as
part of a incident involving a collision between"
USCG,"Houston Ship Channel ship/vessel transits, by
tyep for 2013-2015"
USCG,"HSCG3815DJ00003: 1) Contract with SOW/PWS
2) all modifications with SOW/PWS"
USCG,"IIR of MISLE Activity No. 4878744 of FAIR WINDS
II"
USCG,Incident involving a drowning off the Hawaiian Islands between 1970-1972 of a
USCG,"Incident involving DU AN CHENG on February 13, 2015; MISLE Activity no. 5074057"
USCG,"Incident involving LITTLE BULLY, FATHOM INNOVATOR, and FKZDT529F300 and a Duke Enery Power Pole on February 16, 2015"
USCG,"Incident involving MD1405CB near Ocracoke Island on or around July 31, 2015"
USCG,"Incident involving MISS BELMAR PRINCESS on
June 15, 2013"
USCG,"Incident involving PADRE ISLAND on August 4,
2014 at the Billingsport Range on the Delaware River"
USCG,"Incident involving RIVER TITAN on October 27,
2013 on the Ohio River"
USCG,"Incident involving tugboat owned by Tow Boat US involving in an incident on June 6, 2015 in
Beaufort, NC"
USCG,"incident of man overboard on 11/7/15 from
vessel M/V OASIS OF THE SEAS"
USCG,"incident on 9/23/11 involving vessel IONA
MCALISTER"
USCG,"incident on or about 4/24/15 onboard M/V OLE
JOE"
USCG,"Incident report on the following: 1. Injured Person:                 ; 2. Accident Date: 10/08/14;
3. Location: Mile 35 of the Ohio River; 4. Employer: Stevanna Towing, Inc.; 5. Vessel
Name: Tennessee James."
USCG,"Incident report that occured on September 20, 2014 that involved the death of Mr. Raroha"
USCG,"Incident reportd for the property located at 435- 439 South Avenue, Rochester, New York"
USCG,"Incident reports for 6551 pratt Road, Sodus NY"
USCG,"Incident reports for property located at 1160- 1164 and 1178 Lexington Avenue, Rochester, NY"
USCG,"Incident reports for property located at 22 Main
Street , Perry , NY 14530"
USCG,"Incident reports for property located at 40 E
Doughty Street, Dunkirk, NY 14048"
USCG,"Incident reports for property located at 63 Ford
Street, Rochester, NY 14608"
USCG,"Incident reports for the following property located at 936 E. Main Street, Rochester, NY 14605"
USCG,"incident reports for the following property located
at 148 Grant Avenue, Auburn, NY"
USCG,"Incident reports for the following property: 1226
Fairport Road Fairport, NY 14450"
USCG,"Incident reports for the property located at 48 King Street and 138 Canal Street, Rochester, New
York"
USCG,"Incident reports for the property located at 5303 Crown Drive, Lockport, New York 14094"
USCG,"Incident reports for the property located at 6238 State Route 96, Romulus, New York 14541"
USCG,"Incident reports from the following property located at 495 Kennedy Road, Cheektowaga, NY
14227"
USCG,"Incident reports in regards to th property located at 103-142 and 145 Aberdeen Drive, Troutman,
NC"
USCG,"Incident reports in regards to the following property: 1951 Hamburg Turnpike, Lackawanna,
New York"
USCG,"incident reports on property located at 2793 Seneca Street, West Seneca, New York"
USCG,"incident reports related to the following property: 1005 Mount Read Boulevard, Rochester, New York"
USCG,"incident reports related to the following property: 1773 Empire Boulevard, Penfield, New york"
